developer,qntd_developer
Z4G0 and Ivan Venturi Productions,1
Die Gute Fabrik,1
Tricktale,1
Gone North Games,1
Solest Games,1
Phigames,1
Wonderfling,1
DiggerWorld Ltd.,1
Neutron Games GmbH,1
Games Up,1
Hypercane Studios,1
Nekrosoft,1
Primal,1
Decent Machine,1
Lince Works,1
Fusty Game,1
Vigilant Addiction Studios,1
DMD Enterprise,1
Emagica,1
Colorful Media,1
Concave Studio,1
LeGrudge & Rugged,1
Siege Games,1
Burian Media Enterprises,1
Krita Team,1
Serious Brothers,1
Yuisy,1
Digital Fusion,1
Supersonic Software,1
GameORE,1
Computerhouse,1
ZSK Progres s.c.,1
Third Wire Productions,1
Gojira,1
Bojan Brbora,1
Dreamworlds,1
GRIN,1
Enter Skies,1
Glacicle,1
PixelNAUTS,1
EasyAntiCheat Ltd,1
polynation games ltd,1
Digital Tentacle,1
Never Don't Play,1
Master Technologies,1
"FELISTELLA Co., Ltd.",1
"COMPILE HEART Co., Ltd.",1
"IDEA FACTORY Co., Ltd.",1
Playcoo,1
PestoForce,1
Iron Bit,1
"Marauder Interactive, LLC",1
MEGAFUZZ,1
Madlab Software,1
Infogames Europe SA,1
Brainbox Games,1
Jarhead Games,1
Witan Game Production House,1
Neutron Games,1
DreamForge Intertainment,1
Refactored Games OÜ,1
BeamNG,1
Morgopolis Studios,1
Frozen Orb,1
Finish Line Games,1
David Kanaga,1
Fernando Ramallo,1
5 Bits Games,1
Visual Entertainment And Technologies,1
The Mustard Corporation,1
Tony Porter,1
Scott Thunelius,1
Adventure Planning Service,1
YOTSUBANE,1
Boneloaf,1
Payload Studios,1
Kraken Empire,1
Shadie Hijazi,1
Jeffrey Klinicke,1
Meagan Malone,1
Adam Murgittroyd,1
Berserk Games,1
WaterMelon,1
Nemoria Entertainment,1
Pointscape,1
48h Studio,1
Le Cortex,1
"Dragonfly GF Co., LTD",1
DigiFX Interactive,1
Big Bad Wolf,1
Barnstorm Games,1
Dinosaur Polo Club,1
Christoph Winkler,1
David Vogt,1
Night Light Interactive,1
Adventurepro Games LLC,1
PERFECT PARALLEL,1
Born Ready Games,1
Witan Entertainment,1
Appmania,1
DVS,1
Orion,1
Saturn-plus,1
Plastic Reality Technologies,1
Creat Studio,1
CrioLand,1
Lindsay Jorgensen,1
Dr. Kimberly Voll,1
Loren Bednar,1
MURA Interactive,1
Shaun Inman,1
Lee Shang Lun,1
Double Damage Games,1
Defrost Games,1
League of Geeks,1
Apparition Games,1
EXTREME,1
Vogelsap,1
KO_OP,1
Forbes  Consult Ltd,1
Gravvit Ltd,1
"Sunstone Games, LLC.",1
Bretwalda Games,1
Handsome Games,1
Meteoric Games,1
Gamebell Studio,1
Gentleman Squid Studio,1
Counterplay Games Inc.,1
Blue Mammoth Games,1
Easy Co,1
Pixel Night,1
VIS - Visual Imagination Software,1
Unity Games,1
HRG (Heirs of Rube Goldberg),1
"Kalani Games, Inc.",1
Electric Eggplant,1
Filament Games,1
Coronado Games,1
30.06 Studios Ltd,1
Fly System,1
Utopian World of Sandwiches,1
Kumobius,1
Paul Marrable,1
Unknown Identity,1
Future Games,1
Orphic Software,1
SOF Studios Ltd,1
Nate Schmold,1
Blue Manchu,1
Naga Entertainment,1
immersionFX,1
The Alpha Company,1
Astral Byte Ltd.,1
Ansimuz Games,1
AAD Productions,1
Chainsaw Syndicate,1
Vector Games,1
Camshaft Software,1
Fixpoint Productions Ltd.,1
Ludeon Studios,1
WayForward Technologies Inc.,1
rondomedia GmbH,1
Italic Pig,1
Katauri,1
Graphite Lab,1
Andy Wallace,1
Hippomancer,1
E-Line Media,1
Upper One Games,1
Nick Donnelly,1
Paleozoic,1
Titans,1
Aduge Studio,1
Luka Nieto,1
Dani Navarro,1
Genee Network,1
Game in a Bottle,1
Team Tripleslash,1
Studio Paint,1
Kardfy Studios,1
Demon Wagon Studios,1
kunst-stoff GmbH,1
Vivid Games S.A.,1
Arcade Injection,1
Anthony Septim,1
Tasty Poison,1
AwesomeBlade,1
Hapa Games,1
Silesia Games Sp. z o.o.,1
Gl33k,1
Acid Nerve,1
Oryx Design Lab,1
Wrestling Gamers United,1
Firebase Industries Ltd.,1
PostMod Softworks,1
Trickster Arts,1
Vexel Games,1
Shangri-La Game Studios Ltd,1
Notorious Games,1
SleepNinja Games,1
Revistronic,1
Dlala Studios,1
Black Rock Studio,1
Cavedog Entertainment,1
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",1
Arberth Studios,1
"Vermont Software Studios,LLC",1
Peter Cleary,1
Studio Eres,1
Juicy Beast Studio,1
Night Node,1
Future Crayon,1
Pixelsaurus Games,1
4gency,1
Jagex,1
White Lotus Interactive,1
candyrocketstudio,1
Big Head Games Ltd,1
"Grimm Bros, LLC",1
PokPoong Games,1
Nyamyam,1
Dan Walters,1
Entrada Interactive LLC,1
Happy Square Productions,1
Evilized Productions,1
Pavel Bulatov,1
Dream Harvesters,1
Anchora Games,1
GamePrix,1
THREE ONE ZERO,1
Smolders,1
Pigasus Games,1
BlackMoon Design,1
Helvetica Scenario,1
"EQ-Games , Pixel Dash Studios",1
Gamatic,1
Steel Wool Games,1
Sport1 GmbH,1
Ole Lange,1
Arctic Anteater,1
Moonshot Games,1
Yazar Media Group LLC,1
La Moustache Studio,1
Curious Panda Games,1
Ennoble Studios,1
 Eurocom Entertainment Software,1
Asylum entertainment,1
Fragment Production Ltd,1
Appmania/i-Free,1
Binary Helix,1
Subvert Games,1
Jon Kerney,1
Walk Thru Walls Studios,1
Little Worlds Interactive,1
rdein,1
Team Monkey,1
RealAxis Software,1
Everything Unlimited Ltd.,1
Uniworlds Game Studios,1
Poni-Pachet SY,1
Parseh Game Studio,1
Timbre Interactive,1
TicToc Games,1
Adam Spragg,1
Beatshapers,1
Spiders Studio,1
Can Explode,1
Highcastle Studios,1
Isotope 244 LLC,1
Robin Arnott,1
Adam Saltsman,1
XLGAMES,1
Ciprian Stanciu,1
Holden Boyles,1
Coldwood Interactive,1
Nano Games sp. z o.o.,1
Propelled Bird Software,1
Curious Planet,1
Smartly Dressed Games,1
Celestial Games,1
I Fight Bears,1
HE SAW,1
Hinterland Studio Inc.,1
FarrugiaSoft,1
Cascade Game Foundry SPC,1
Daniel Ratcliffe,1
Rob Lach,1
"ApathyWorks, LLC",1
Special Circumstances,1
ShaunJS,1
Pixel Quality Games,1
Sky Drake Studios,1
Renė Petrulienė,1
Antanas Marcelionis,1
Zenimax Online Studios,1
The Software Refinery,1
RVL Games,1
Connor Ullmann,1
JoWooD,1
Kritzelkratz 3000,1
LGK Games,1
Cyan Inc.,1
Funnel Inc.,1
Endgame Studios,1
Deli Interactive LLC,1
2.0 Studios,1
initials,1
Tribe Studios,1
Reload Game Studio,1
Technocrat Games,1
Self Made Miracle,1
United Front Games,1
Last Bastion Studios LLC,1
1C Game Studios,1
Sierra Entertainment,1
The Software Farm,1
Gugila,1
Polar Motion,1
Alfred Lam,1
YorkshireRifles,1
Zut Games,1
Lunar Labs,1
JarthGames,1
Stone Monkey Studios,1
Tiny Lab Productions,1
Nik Nak Studios,1
Hato Moa,1
Faultline Games,1
Kids up hill,1
Skilltree Studios,1
Codemasters Racing Studio,1
Funky Logic Studios,1
Aspyr (Mac & Linux),1
Lucid Games,1
Rock Pocket Games,1
Really Slick,1
Digital Furnace Games,1
Gun Media,1
Jugilus,1
SmallGreenHill,1
Puzzling Dream,1
Purple Lamp Studios,1
Grimlore Games,1
Kojima Productions,1
Super Duper Garrett Cooper,1
Decane,1
Cape Copenhagen,1
BatCat Games,1
Ionising Software,1
"Bit Kid, Inc.",1
Touz,1
BetaSparkUK,1
XIAOYAO,1
"Good Morning, Commander",1
Gothic Labs,1
Studio Nyx,1
The Artistocrats,1
Big Pixel Studios,1
Videocult,1
Landon Podbielski,1
NEXT-SOFT+,1
DotEmu SAS.,1
Quantic Dream (original release),1
ViWo Games,1
Lemondo Entertainment,1
Shark Punch,1
Beam Team Games,1
TAD Productions AB,1
Crimson Cow,1
Dream Up,1
Project ICKX,1
Cross Eaglet,1
FrameLineNetwork Kft.,1
Hourences,1
Neon Studios,1
Gabriel Priske,1
Galhmac Game Studio,1
DragonSix,1
Mokus,1
Ceri Williams,1
Dan  Walters,1
Bluestrike,1
Rampant Games,1
Archetype Global,1
Elliptic Games,1
Skatanic Studios,1
Bernt Andreas Eide,1
Imaekgames [Imaek Limited],1
gnifrebel Games UG,1
W3 Studios,1
Duaik Entretenimento,1
Hearthfire Studios,1
Chromatic Dream,1
Winged Pixel Inc.,1
Morgan Andersson,1
Lennie Svensson,1
Guilherme Nunes Barbosa,1
"Mobot Studios, Inc",1
Tangrin Entertainment,1
Minicore Studios,1
The Paper Robot,1
TwoPM Studios,1
"Just Add Water (Developments), Ltd.",1
Inti Creates,1
WIWD Development,1
Nexus Game Studios,1
Proscenium,1
JosPlays,1
Strides Interactive,1
Bluebutton Games,1
Oruji Productions,1
Gaddy Games,1
Backstab Games,1
alpha six productions,1
Colin Northway,1
Patrice Meneguzzi,1
FourbitFriday,1
Ekuator Games,1
Interbellum team,1
Stainless Games Ltd.,1
Pentavera,1
Etranges Libellules Studios,1
Polar Bunny Ltd,1
Sumo Digital Ltd,1
Great War Team,1
Sarepta studio,1
GammaLateral,1
One-bit Punch,1
AlphaNuts,1
Calvino Noir Limited,1
Jae Lee Productions,1
Dynamic Games,1
Fledermaus,1
Camouflaj,1
Cross-Product,1
Alasdair Beckett-King,1
Double Action Factory,1
Cosmic Cow LLC,1
Qwiboo Ltd,1
Shawn Beck,1
Gambrinous,1
Mando Productions,1
AMA,1
Basecamp Games,1
Tavern Games,1
Fakedice,1
Nexeon Studios,1
PIPE Studio,1
Gamestar,1
Tomi Maarela,1
Wonderful Tree Studio,1
Nerve Software LLC,1
Grynsoft,1
The Molasses Flood,1
vertex4 entertainment ltd.,1
Coreplay,1
Vinci Games,1
Griptonite Games,1
Jochen Mistiaen,1
Juggernaut Games,1
Snapshot Games Inc.,1
High Impact Games,1
Sam Albon,1
Tasty Stewdios LLC,1
Ripatti Software,1
Yatagarasu Dev Team,1
Disney Interactive,1
4Realms,1
Disparity Games,1
"IMC GAMES CO.,LTD.",1
"HANBITSOFT, INC.",1
Iridium Studios,1
LinkSolutions Ltd.,1
Alex Piola,1
FlippFly,1
Funselektor Labs Inc.,1
Homa Design,1
Delphine Software,1
Mixel,1
Sonalysts Combat Simulations,1
Chocolate Liberation Front,1
Milky Tea Studios,1
Deadghost Interactive,1
Swordtales,1
Fugazo,1
BS1 & BSL Team,1
Transcendent Games,1
Sascha Hartleb,1
SDP Games,1
Mad Ram Software,1
Somi Lee,1
Circle Five Studios,1
Midnart,1
Nordic Legacy,1
"Hammerware, s.r.o.",1
Snack Games,1
Brain Bombers,1
Maus Software,1
Vine,1
Zeppelin Studio,1
Cubic Pie,1
Swagabyte Games,1
Batterystaple Games,1
RobTop Games,1
Mastiff,1
IF Studios,1
MouldyMattress,1
Yanim Studio,1
Loveshack Entertainment,1
Crispon Games,1
Keys of Nine Entertainment,1
Zerodiv,1
FiolaSoft Studio,1
Alkemi,1
Indimo Labs LLC,1
GabberGames.com,1
Hammerfall Publishing,1
YETi CGI,1
Nuke Nine,1
EXE-CREATE,1
CorypheeSoft,1
Rotateam,1
One Legged Seagull,1
Incandescent Imaging,1
Glitchy Pixel,1
Shining Gate Software,1
Those Awesome Guys,1
PlayWay,1
JIW-Games,1
FX Game Studio,1
Duelboot,1
"Multi-Dimensional Games (Studio of ThoughtSTEM, LLC)",1
Blue Label Studio,1
Juniper Games,1
TheShortAndTheTall,1
Bolt Creative,1
Princesseuh,1
Tom De Roeck,1
Sector3 Games,1
ODD Games,1
Reakktor Studios,1
Toasty Games,1
Smack Down Productions,1
Team Flow,1
Skydome Entertainment,1
Red Katana,1
Relevant Games,1
Super Fun Games,1
Levels or Lives,1
Slick Entertainment Inc.,1
Knitted Pixels,1
Studio Whisky Tango Inc.,1
Portalarium,1
AIGRIND,1
Mind Crew,1
Ste Curran,1
Atmosphere Entertainment Studios,1
With The Love Studios,1
AHEARTFULOFGAMES,1
Alex Quick,1
David Hensley,1
Ultravision Interactive,1
251 Games,1
Bits & Beasts,1
Black Eye Games,1
Space Boat Studios,1
Subscience Studios,1
ClickShake Games LLC,1
bitHuffel,1
Mr. Podunkian,1
Gatling Goat Studios,1
Orthogonal Games,1
rdt.32,1
V5 Play,1
Skymap Games,1
Lavaboots Studios,1
Sigtrap,1
Vision Software,1
Epic MegaGames,1
DigitalWorldEntertainment,1
Turbo Pixel Studios,1
Raymond Doerr,1
Quickfire Games,1
"Cyberlore Studios, Inc.",1
Retro Dreamer,1
Quaternion Studio,1
Johnny Death Games,1
Raylight Games,1
Mission Critical Studios,1
Bloodwolf Studio,1
Red Hedgehog,1
Wayward Design,1
Cinopt Studios,1
Zach Kehs (SunnyKatt),1
Essence Ltd.,1
Hydro Games,1
John Cimino,1
Chris Hecker,1
Infinity Plus 2,1
Anisoptera Games,1
Ramjet Anvil,1
Aegon Games,1
Animus Interactive Inc,1
swanee734,1
nalothchris,1
Rezoner,1
Marsbound,1
Carbon,1
Undead Labs,1
West Dragon Productions DR,1
Ozark Softscape,1
"Accolade, Inc",1
DragonHead Studio,1
Electric Succubi,1
Mirko Seithe,1
Pastagames,1
Frozen District,1
Top3Line s.r.o.,1
Riya,1
Artaani,1
Romenics,1
Attract Mode Games,1
C3SK,1
"Parody Games, LLC",1
XMPT Games,1
On Target Simulations,1
Tammeka Games,1
"MidBoss, LLC.",1
TURBOGUN,1
Daniel Davies,1
Corbomite Games,1
Adventure Mob,1
Rude Ghost,1
Encryptique,1
Hoplon,1
Daniel Gill,1
Kinto Games LLC,1
KnowWonder,1
Soviet Games,1
Thomas Brush,1
FlexileStudio,1
Neon Serpent LLC,1
Fourattic,1
Forgotten Key,1
Earthworm Games,1
Spellbound AG,1
Barking Dog Studios,1
Glowforth,1
"JumpStart Games, Inc.",1
Thomas Happ Games LLC,1
Aurelien Regard,1
BrashMonkey,1
Neon Deity Games,1
Furiously Inactive Games,1
Fayju,1
Fairytale Distillery,1
Bogdan Sychkov,1
Ratz 'N' Godz,1
Thrillion,1
Clockwork Cuckoo,1
Paper Games,1
Hot Lava,1
blamedrop,1
Demesnegame,1
XPEC Entertainment Inc.,1
Physmo,1
Lucas Dieguez,1
Krzysztof Dycha,1
Jochen Terstiege,1
Thomas Biskup,1
NASA (Some Models),1
Chaphat,1
Wolfgame,1
White Birds Productions,1
Team Replay,1
"Subaltern Games, LLC",1
Andreas Stieger,1
Manuel Stieger,1
Jsmael Stieger,1
DFour Games,1
Nooner Bear Studio,1
Thoughtshelter Games,1
10x10 Room,1
Shadow Masters,1
Gadget Games,1
Golden Ruby Games,1
Pencil Test Studios,1
amulware,1
BlankMediaGames,1
Eastasiasoft Limited,1
Beyond-Limits-Games,1
Endeavor One Inc.,1
Gnomic Studios,1
Autotivity Entertainment,1
Ghost Crab Games,1
Zero-K Team,1
Villa Gorilla,1
"New Life Interactive, LLC",1
Ryan Javanshir,1
Virtual Racing Industries Ltd.,1
Isak J Martinsson,1
Daniele Giardini,1
Whalenought Studios,1
Gameguyz,1
Tazigen Clock,1
Frost Earth,1
"TREND, Softpro",1
Exe Games Inc.,1
Omniconnection,1
Rabid Design Studios,1
Bubble Head Games,1
Garden Knight Games,1
Dingaling,1
KURONEKO SOFT,1
Dylan Loney,1
SoftStar,1
Cabygon,1
Black Cloud Studios,1
Quantumfrog,1
SuperChop Games,1
Headless Wizard,1
Radioactive-Software,1
Evil Aliens,1
Brainseed Factory,1
Sergio & Simon,1
Colonthree Enterprises,1
Philip Staiger - TheBest3D.com,1
Daniel Ritchie - Squirreldome.com,1
Fresh3D,1
Shifty Chair Games,1
iconical Ltd.,1
Fair Play Labs,1
Dimmdrive Inc.,1
MeDungeon Ltd.,1
John Lawrence,1
Greg Sergeant,1
Galaxy Gate,1
Light Echo,1
Zeke Virant,1
Kikiwik Games,1
Zero Dollarz,1
Squatting Penguins,1
Black Curtain Studio,1
Minsu Ock,1
Hyein Go,1
Yunjeong Yun,1
PHL Collective,1
WisdomTools,1
Arran Langmead,1
BSK Games,1
HeroCraft Krasnodar,1
Lino Slahuschek,1
[geim].pro,1
HappyGiant,1
Vidroid,1
The Bitfather,1
Vennril,1
Dark Computer Entertainment Ltd.,1
DM Media,1
The Future Of Videogames,1
Moon Spider Studio,1
Denys Ovsiannykov,1
Joshua Marks,1
Shaun Egan,1
Marco Hulden,1
Michael Kissinger,1
Ya2,1
Red Herring Labs,1
Cornfox & Bros.,1
Fragment Production Ltd.,1
Straight Right,1
Rock Paper Games,1
S2 Games,1
Snails Animation,1
Spooky Cat,1
Blackfire Games,1
Devoga,1
Dapper Swine,1
Global Empire Soft,1
Tom Johnson,1
Wither Studios,1
KIXEYE,1
Dissident Logic,1
WHOA!,1
Image Space Incorporated,1
MP Game Studios,1
Studio TeamShuriken,1
Defroids team,1
Bob,1
Playboom,1
Wise Owl Studios,1
Halfbus,1
AlteredPlanets,1
Brain and Nerd Ltd,1
TRI.G,1
David Newton,1
Nicolas Pierre-Loti-Viaud,1
Johan Aronsson,1
Carmine T. Guida,1
Jake Huhman,1
Alex Jedraszczak,1
Momiji Studios,1
Ogopogoid Entertainment,1
Lei,1
Brian Cullen,1
SeattleEgg,1
Pixellore,1
Fellstrike Games,1
Chris McFarland,1
Peter Hrdy,1
Sun-Studios,1
Matthew Jennings,1
Immunity Studios,1
Terminal Press,1
Bytebin,1
Desktop Daydreams Studios,1
Rectangle,1
Snipefish Entertainment,1
The Conjurer's Tower,1
Backward pieS,1
4-Panel Footprint,1
Benjamin Lapid,1
Collectif Nemoïd,1
Argonauts Interactive,1
Strategiae,1
Roger Levy,1
Brucefilm,1
Hyde Games,1
Studio Vrtinec,1
Artisiti,1
Greeny Games Studio,1
Pyrosphere,1
Pringo Dingo Games,1
HCP Games,1
SERIOUS*IMPACT WORKS,1
Tyrone Hunt,1
Anteater Games,1
Outer Grid Games LLC,1
Zanrai Interactive,1
Axel Shokk,1
Music by Darkman007,1
Artur Games,1
Unterrainer Informatik OG,1
Fungameco Ltd,1
Forcequitapplicatons,1
Mark Chong,1
FirstForever Studios,1
Henchman & Goon,1
"Playful Art, LLC",1
Steel Crate Games,1
Red Head Games,1
Game Freak,1
David Colson,1
Tyler Rogers,1
NuclearFirecracker,1
Major Games,1
Supreme Clans Entertainment,1
Atrax Games,1
Hitpoint Games Ltd.,1
Lightbulb Crew,1
Jaywalkers Interactive,1
Wolfdog Interactive,1
Piranha Games Inc.,1
Lazy Bum Games,1
Brainshape Games,1
DGform,1
Flying Mollusk,1
Thomas S.,1
Giovanni Rotondo,1
Thomas Christof,1
Magic Pants,1
SecuritySession.com,1
Eyemobi Ltd.,1
David Stark,1
GameUS Inc.,1
Quadro Delta,1
Bail! Enemy Jet!,1
Geek Sloth Games,1
Crystal Dragon,1
Juicy Beast,1
"Elder Game, LLC",1
Renamilanesi,1
MovingBlocks,1
Total Monkery,1
AWE Games,1
Dream Within,1
Peter Hann,1
NYX Digital,1
Good Day Games,1
Vital Games Ltd,1
StephenAllen,1
StaudSoft,1
Alawar Dreamdale,1
Them Games,1
Nevosoft,1
Pixel Elephant,1
MAGICS,1
Enzo Whyte,1
Lawrence Russell,1
Lord Kres,1
Dot Dream,1
Acido Cinza,1
Pepi Games,1
Tactic Studios Inc.,1
Kursed Studios,1
Allicorn Games,1
[bracket]games,1
Photon Arena,1
Emmanuel Salva Cruz,1
nDi,1
NeFARiOUS Dimensions iNteractive,1
Miguel Lleras,1
OBLONE Software,1
Gereon Bartel,1
Peer Draeger,1
Jörg Winterstein,1
Dirk Schreiter,1
Thomas Schreiter,1
Fluffy Kitten Studios,1
Ayrik,1
Wyse Games,1
Moonlight Mouse,1
Great Cogs,1
Chaos Industries,1
Akçay Karaazmak,1
Home Groan Games,1
Noostyche,1
KPy3O,1
Fifth Column Games,1
Triple Eh?,1
Hanaji Games,1
Echo Tokyo Games,1
Sinister,1
GodSpeed Games,1
Fluid Games,1
Pocket Games,1
Synset,1
ArtemizGame,1
Spiderling Studios,1
Page 44 Studios,1
Squirrelbot Games,1
Efecto Studios,1
Studio Wildcard,1
TCHOW,1
DropDGames,1
Jan Zizka,1
Reperio Studios,1
Danny Wei,1
Mido Basim,1
Cylne,1
Sandbox Games,1
Raxi Petrov,1
Peter Lacalamita,1
Retora Games,1
ProtoMasons.com,1
Hammerspace Games,1
Windmill Games,1
Antiproto,1
Ignition Games Inc.,1
Jerseyware Gaming,1
Dez,1
PolyKnight Games,1
Burnt Fuse,1
HyperDrive Games,1
Wild Sphere,1
Pixelnest Studio,1
Sim155 Limited,1
Sheado.net,1
Super Mega Team,1
SoftWeir Inc.,1
Fineway Studios,1
Bevel Studios,1
Deco Digital,1
LiveItGames LLC,1
Studio Forge Ltd,1
高考恋爱委员会,1
Crimson Owl Studios,1
Thorsten Schleinzer,1
IF Games,1
Snowrunner Games,1
rest.less Games,1
Blossom Games,1
Smoodlez,1
Spiele-Palast GmbH,1
Behtam Developer,1
Dedication Labs,1
Nimble Tools,1
Mercury Stone,1
Anothink,1
Shield Break Studios,1
Praxia Entertainment Inc,1
Mindwedge,1
AGO Games,1
Millenium Project Enterprises,1
DarkStar Games,1
Piao Jingfu,1
"Brilliant Blue-G, LLC",1
SoftPlanet,1
Ciro Continisio,1
"MyDream Interactive, Inc",1
"Gamieon, Inc.",1
Manifesto Game Studio,1
Instant Kingdom,1
Viperante,1
"Galactic Bits, Inc",1
Fat Loot Games,1
Eridani Games,1
Nuclear Strawberry,1
Littlewitch,1
Pixel Theory Games,1
Morozov Sergey,1
Craze Creative Studios,1
Ian Isaro,1
"+Mpact Games, LLC.",1
TBA Games,1
Frederic Gaillard,1
Yohan Launay,1
Jamhammer Games Inc.,1
T3 Entertainment,1
Hunter Hamster,1
Five Cubed,1
CS Squared Games,1
"Midnight Oil Games, LLC",1
Spicy Horse Games,1
Roope Mäkinen,1
Arvi Teikari,1
MachineGames,1
Subaltern Games,1
Moment Studio,1
Giant Spacekat,1
Phoenix Studio,1
Lee Page,1
The Virtual Reality Company,1
"The Third Floor, Inc",1
Visual Imagination Software GbR,1
PIXYUL,1
Dingo Dango,1
GoodVole,1
Awfully Nice Studios,1
Kasaa Solution,1
Gametek Brasil,1
Vionsoft,1
Guard Crush Games,1
Cococucumber,1
Luminy Studios,1
"Cantina Games and Entertainment, Inc.",1
Ellada Games,1
Reactor Zero,1
Games With Dragons In,1
C63 Industries,1
Lord Eglathia,1
Abnormal Software,1
Beast Games,1
TB Games,1
FallenMaster,1
Bauer,1
Big O,1
Amidos,1
CyberphobX,1
Hellscape Games,1
Theory Georgiou,1
Holy Priest,1
My Owl Software,1
Erkka Lehmus (co-designer),1
Sami Maaranen (creator),1
Kyle Weik,1
Chad Close,1
Gaming Corps AB,1
FOAM Entertainment,1
Here Be Dragonz,1
Team Chesster,1
Upper Class Walrus,1
Gromada,1
TEAM101,1
G-OLD,1
Fully Bugged,1
"A Sharp, LLC",1
Double Zero One Zero,1
Broken Window Studios,1
Three Phase Interactive Pty Ltd,1
Farlight Games Industry,1
House On Fire,1
Mathieu Lamarche,1
Franck Graziano,1
Stephane Graziano,1
Reborn Games,1
Lost Spell,1
Big Green Pillow,1
Shark Jump Studios,1
Glitchnap,1
Ditto,1
Detective,1
PriitK,1
Virgin Interactive Entertainment,1
Crytivo,1
TaxSoft,1
ImCyan,1
DSK Studios Pvt. Ltd,1
it Matters Games,1
Orbital Knight,1
Alexandre Fontoura,1
Jorge Lima,1
Creepy Cute,1
Substantial,1
Joni Kittaka,1
Decky Coss,1
Emmett Butler,1
Nina Freeman,1
Rosebud Games,1
Michael Frei,1
Point2Point Entertainment,1
Quirkafleeg,1
Crosse Studios,1
Bearded Bird Game Studio,1
"Escape Hatch Entertainment,LLC",1
Nightly Studios,1
Castle art by Yuriy Gusev,1
Jarbit,1
CashcowGames,1
"CRAZYDIAMOND CO., LTD.",1
BitFinity,1
Lucasfim,1
Aaron Arcand,1
Finalboss game studio,1
Ars Creativa,1
Modern Paradise Media Inc.,1
Drowning Monkeys Games,1
Smit Parmar,1
Lucasfilm,1
Hoobalugalar_X,1
Anarchy Interactive,1
The Department of Silly Stuff,1
Evan Tognotti,1
Crazy Goat Games,1
Suppressive Fire Games,1
Critical Bit,1
Razbury Games,1
LLC Intenzibne,1
Lukas Jaeckel,1
HYDEZEKE,1
Innervision Games,1
Storm Isle Productions,1
jemchicomac,1
Cherry Co. Studios,1
EfrenStudios,1
AV media lab,1
1337 & Senri AB,1
Top3Line,1
Chashu Entertainment,1
Ape Law,1
Fixpoint Productions,1
Team 17 Digital Ltd,1
Unicube,1
Tiger and Squid,1
Orlyapps,1
Lohika Games,1
radiostatic,1
Da Picky Monkey,1
Icy Donut,1
7 Soft Pillows,1
Nayma Software,1
A Stranger Gravity,1
DTF games,1
Arise,1
Drool,1
Monogon Games,1
Chris Sawyer,1
Nostalgia,1
Stamina-Games,1
Underdog Games,1
White Rabbit,1
Lag Studios,1
Kiritsu Games,1
The Negatives,1
LearnDistrict Inc.,1
Astrosimer,1
Tesseract Interactive,1
Poorwill Games,1
Shining Pixel Studios,1
Craig Gibbs,1
Michael Lückgen,1
Hungry Planet Games,1
NIMONIX,1
The Stork Burnt Down,1
RIP Studios LLC,1
Rocktastic Games,1
Luis Ruiz,1
DistrictTeam,1
Fivang,1
reMaginarium,1
Sinister Design,1
Vision Riders Entertainment,1
Eric Hornby,1
cpmilan,1
Access Games,1
Maschinen-Mensch,1
Animation F/X,1
Remedy,1
Moonlite Software,1
Cygnus Studios,1
Beavis Soft,1
3D Realms,1
Aleksander Ciesielski,1
Cyber Rhino Studios,1
Duckbridge,1
Guerrilla Bandit,1
Finji,1
marbenx,1
Atomicom Limited,1
Hunter Gatherer Games,1
Prexen Studios,1
Undead Yeti Software,1
Tymon Zgainski,1
Singe Studio,1
Freshly Squeezed,1
Team Eyepatch,1
Peltast Software,1
Cosmic Logic,1
Cowardly Creations,1
Klonk Games,1
Burrito Studio,1
Team Isolation,1
Swinfjord-Games,1
Lord Bytesworth,1
Estelion,1
Hangar 13,1
Fugitive Games,1
Gamestarters,1
SpookyFish Games,1
Frogsong Studios AB,1
Isaac Nichols,1
Tiny Utopia,1
Red Team Games,1
Moppin,1
Playtonic Games,1
Speelbaars,1
Dubrovkin Sergei,1
Tigerish Games,1
7 Seals,1
Zeenoh,1
"AndrewDrumov, Sanke Berdochan",1
Code Headquarters LLC,1
SmashMouth Games Ltd,1
Stun Games,1
Playtap Games,1
Risen Phoenix Studios,1
Dan & Gary Games,1
Le Cartel Studio,1
Hothouse Creations Ltd,1
Immersive Douro,1
Dark Fox,1
System Era Softworks,1
Flying Cafe for Semianimals,1
Dolores Entertainment,1
Vovoid Media Technologies AB,1
Artur Mandas,1
Retro Yeti Games,1
MK-ULTRA Games,1
oddonegames,1
Ulysses Games,1
Roope Tamminen,1
Aqualuft Games,1
Little Games Company,1
Seth O'Dale,1
Wise Dad Games,1
Achebit,1
Plain Concepts Corp,1
bitshift,1
House House,1
Thomas Bacon,1
Bare Mettle Entertainment,1
Coredumping,1
